Esas No,Tarih,İl,Milletvekili,Muhatap Bakanlık,Durum,Önerge Özeti
7 / 38025,19.12.2025,Antalya,Cavit ARI,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Kuş gribi salgını ile mücadeleye ilişkin
7 / 25160,11.03.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Çalışma Ve Sosyal Güvenlik Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Bir firmada çalışan işçilerin toplu iş sözleşmesi görüşmelerinin başlatılması talebine ilişkin
7 / 42650,31.03.2026,İzmir,Mustafa BİLİCİ,Milli Savunma Bakanlığı,Cevaplandı,17 Mart 2026 tarihli Cumhurbaşkanı Kararı kapsamında transit geçmesine izin verilen askeri malzemelere ilişkin
7 / 10213,04.03.2024,Zonguldak,Deniz YAVUZYILMAZ,Enerji Ve Tabii Kaynaklar Bakanlığı,Cevaplandı,Türkiye Taşkömürü Kurumuna işçi alımı için yürütülen süreçte usulsüzlük yapıldığı iddiasına ilişkin
7 / 21414,30.12.2024,Gaziantep,Sevda KARACA DEMİR,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,Munzur Üniversitesine yapılan bazı atamalara ilişkin
7 / 23741,18.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Kütahya'nın Merkez ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 11378,30.04.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kocaeli'nin Kartepe ilçesine bağlı Ataevler Mahallesi'nde yer alan yolun asfaltlanmasına ilişkin
7 / 20308,06.12.2024,Tunceli,Ayten KORDU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Gözaltına alınan ve tutuklanan basın mensuplarına ilişkin
7 / 9108,02.02.2024,Aydın,Süleyman BÜLBÜL,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Ülkemizdeki hasarlı binalara ilişkin
7 / 34054,22.09.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Sincan Kadın Kapalı Cezaevinde bulunan bir mahkumun tahliye edilmediği iddiasına ilişkin
7 / 7211,11.12.2023,Adana,Orhan SÜMER,Gençlik Ve Spor Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Öğrenim ve katkı kredisi borcu bulunan kişi sayısına ilişkin
7 / 14171,16.07.2024,Gaziantep,Sevda KARACA DEMİR,Adalet Bakanlığı,Cevaplandı,Antalya ilinde eşi tarafından şiddete maruz kalan bir kadına ilişkin
7 / 16516,20.09.2024,Isparta,Hikmet Yalım HALICI,Sağlık Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2020'den bu yana Yeşilay Danışmanlık Merkezlerine başvuran kişilere ilişkin
7 / 5447,16.10.2023,Diyarbakır,Serhat EREN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Giresun E Tipi Kapalı Ceza İnfaz Kurumunda bulunan bir hükümlünün koşullu salıverilmeden yararlandırılmadığı iddiasına ilişkin
7 / 4063,08.09.2023,Aydın,Süleyman BÜLBÜL,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Türkiye genelinde yaşanan elektrik kesintilerine ilişkin
7 / 17619,11.10.2024,Artvin,Uğur BAYRAKTUTAN,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Artvin'in Ardanuç ilçesi ile Erzurum'un Olur ilçesini bağlayan tünel projesinin akıbetine ilişkin
7 / 14907,24.07.2024,İstanbul,Ayşe Sibel YANIKÖMEROĞLU,Milli Eğitim Bakanlığı,Cevaplandı,2016-2024 yılları arasında MESEM aracılığıyla çalıştırılan öğrencilere ve gerçekleşen iş kazalarına ilişkin
7 / 42807,01.04.2026,İzmir,Mustafa BİLİCİ,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Traktör üretimi ve satışına ilişkin
7 / 20406,06.12.2024,Ağrı,Sırrı SAKİK,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Ağrı'nın Patnos ilçesindeki bir lisenin müdürüyle ilgili iddialara ilişkin
7 / 19187,13.11.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Kocaeli ilindeki hava kirliliğine ilişkin
7 / 15247,15.08.2024,Aydın,Süleyman BÜLBÜL,Adalet Bakanlığı,Cevaplandı,Aydın ilinde son beş yılda suça sürüklenen çocukların sayısına ilişkin
7 / 18426,21.10.2024,İzmir,Sevda ERDAN KILIÇ,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Okullarda görev yapan temizlik görevlilerine yönelik yapılan denetimlere ilişkin
7 / 21424,03.01.2025,İzmir,Seda KÂYA ÖSEN,Aile Ve Sosyal Hizmetler Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bakımevi ve huzurevlerine yapılan başvurulara ilişkin
7 / 11254,18.04.2024,Diyarbakır,Serhat EREN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Diyarbakır Kadın Kapalı Cezaevinde bulunan bir tutuklunun hak ihlaline uğradığı iddiasına ilişkin
7 / 12648,24.05.2024,Ağrı,Nejla DEMİR,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Canlı hayvan ve et ithalatına ilişkin
7 / 43644,20.04.2026,Kütahya,Ali Fazıl KASAP,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Otizm hastalarına dair çeşitli verilere ilişkin
7 / 24265,17.02.2025,Ankara,Ahmet Eşref FAKIBABA,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Gıda ürünlerinin denetimi ile gıda güvenliği farkındalığının artırılması için yürütülen çalışmalara ilişkin
7 / 19332,06.11.2024,İstanbul,Çiçek OTLU,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Marmara Üniversitesi yerleşkesinde bulunan bir kız yurdunun taşınması kararına ilişkin
7 / 41729,05.03.2026,Aydın,Süleyman BÜLBÜL,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Ülke genelinde riskli olduğu tespit edilen okul binalarına ilişkin
7 / 36054,03.11.2025,Ağrı,Nejla DEMİR,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Sayıştay'ın 2024 yılı Denetim Raporu'nda Bakanlık ile ilgili yaptığı bazı tespitlere ilişkin
7 / 34303,30.09.2025,İstanbul,Elif ESEN,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,Engellilere yönelik hizmetlerin tek çatı altında toplanması önerisine ilişkin
7 / 25045,06.03.2025,Denizli,Yasin ÖZTÜRK,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,Ülke ekonomisinde yaşanan değişikliklere ilişkin
7 / 27724,28.04.2025,Elazığ,Gürsel EROL,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,Diyanet İşleri Başkanlığının yapmış olduğu bir ihaleye ilişkin
7 / 14938,02.08.2024,Uşak,Ali KARAOBA,Tarım Ve Orman Bakanlığı,Cevaplandı,2024 yılı yatırım programında yer alan Uşak Atıksu Arıtma Tesisi Projesi'nin akıbetine ilişkin
7 / 39648,29.01.2026,İzmir,İbrahim AKIN,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Aydın Şehir Hastanesinin yatırım maliyetine ilişkin
7 / 22729,29.01.2025,İstanbul,Elif ESEN,Çalışma Ve Sosyal Güvenlik Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,21 Ocak 2025 tarihinde Bolu Kartalkaya'da bulunan bir otelde meydana gelen yangına ilişkin
7 / 15122,12.08.2024,Mardin,Beritan GÜNEŞ ALTIN,Enerji Ve Tabii Kaynaklar Bakanlığı,Cevaplandı,Mardin'in bazı köylerinde elektrik dağıtım şirketi tarafından trafoların kaldırıldığı iddiasına ilişkin
7 / 23279,23.01.2025,Hakkari,Vezir Coşkun PARLAK,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,Suriye'nin kuzeyi ve doğusunda yaşanan çatışmalara dair bazı iddialara ilişkin
7 / 18248,17.10.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Sincan Yüksek Güvenlikli Cezaevinde yaşandığı iddia edilen hak ihlallerine ilişkin
7 / 240,14.06.2023,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,İzmir Menemen T Tipi Kapalı Cezaevinde yaşanan su kesintilerine ilişkin
7 / 6610,24.11.2023,Manisa,Bekir BAŞEVİRGEN,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,TİGEM'e ait Iğdır'da bulunan Kazımkarabekir Tarım İşletmesinin 2017 yılında kiraya verilmesine ilişkin
7 / 25005,06.03.2025,İzmir,Mustafa BİLİCİ,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,İzmir'de bir özel eğitim öğrencisinin yaşadığı mağduriyete ilişkin
7 / 8634,19.01.2024,Balıkesir,Serkan SARI,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Ülke genelinde göreve başlayan yabancı uyruklu sağlık çalışanlarının sayısına ilişkin
7 / 33392,14.08.2025,Diyarbakır,Mustafa Sezgin TANRIKULU,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Batman ilinde aşırı sıcaklara karşı alınan önlemlere ilişkin
7 / 930,22.06.2023,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,İzmir Aliağa Kadın Kapalı Cezaevinde bulunan bir mahkumun nakil talebine ilişkin
7 / 15264,15.08.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kocaeli ile Başiskele ilçesinde bulunan bir yola hız kesici yapılması talebine ilişkin
7 / 5732,19.10.2023,Kahramanmaraş,Ali ÖZTUNÇ,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,TRT'de yapılan atamalarla ilgili iddialara ilişkin
7 / 7916,29.12.2023,İzmir,Tamer OSMANAĞAOĞLU,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,İzmir ili Kemalpaşa ilçesi Damlacık Mahallesi'nde deprem sonrasında yapılması planlanan okulun akıbetine ilişkin
7 / 4347,19.09.2023,İstanbul,Saliha Sera KADIGİL,Aile Ve Sosyal Hizmetler Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Çocuk destek merkezlerine ilişkin
7 / 32195,01.08.2025,Ardahan,Özgür Erdem İNCESU,Milli Savunma Bakanlığı,Cevaplandı,25 Temmuz 2025 tarihinde İskenderun Deniz Er Eğitim Alay Komutanlığında temel eğitimde bulunan iki askerin şehit olmasına ilişkin
7 / 25746,18.03.2025,İstanbul,Gamze AKKUŞ İLGEZDİ,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,2024-2025 eğitim öğretim yılında üniversite kaydı bulunan mahkumlara ilişkin
7 / 4890,29.09.2023,Mersin,Burhanettin KOCAMAZ,Sağlık Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,İlaç temininde yaşanan sorunlara ilişkin
7 / 36115,28.10.2025,Eskişehir,İbrahim ARSLAN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,İlk Evim İlk İş Yerim Projesi'ne ilişkin
7 / 17939,07.10.2024,Bitlis,Hüseyin OLAN,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bitlis ilinin Mutki ilçesinin Yumrumeşe köyüne İl Özel İdaresi tarafından yapılan hizmetlere ilişkin
7 / 16563,20.09.2024,İstanbul,Gökhan GÜNAYDIN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kilis Valiliği Özel Kalem Müdürlüğüne yapılan atamaya ilişkin
7 / 7851,02.01.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kocaeli ili İzmit ilçesi Yeşilova Mahallesindeki çöp ve sokak köpeği sorununa ilişkin
7 / 28903,23.05.2025,Kars,Gülüstan KILIÇ KOÇYİĞİT,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kars'ta eşi tarafından öldürülen bir kadının çocuğunun velayetine ilişkin
7 / 9651,16.02.2024,Muğla,Selçuk ÖZDAĞ,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,BM tarafından Suriye uyruklu kişilere kalıcı yerleşim yeri yapılmasına dair proje hazırlandığı iddiasına ilişkin
7 / 27022,21.04.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Hacettepe Üniversitesi Hastanesinin iletişim hizmetlerinin yetersizliğine ilişkin
7 / 19736,22.11.2024,Şanlıurfa,Mahmut TANAL,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Tıp Doktorluğu Alanında Yurt Dışı Diploma Denkliği İçin Seviye Tespit Sınavı'nın sonuçlarına ilişkin
7 / 3590,25.08.2023,İstanbul,İsa Mesih ŞAHİN,Dışişleri Bakanlığı,Cevaplandı,Suudi Arabistan'da tutuklanan bir Türk vatandaşına ilişkin
7 / 21546,08.01.2025,Şanlıurfa,Ferit ŞENYAŞAR,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Van Yüzüncü Yıl Üniversitesi öğrencisi bir kadının hayatını kaybetmesi üzerine yürütülen soruşturmaya ilişkin
7 / 27215,10.04.2025,İzmir,Mustafa BİLİCİ,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Son 5 yılda görev yeri değiştirilen hakim ve savcı sayısına ilişkin
7 / 2797,08.08.2023,Mersin,Burhanettin KOCAMAZ,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,Tüketici kredileri ve kredi kartı borçlarına ilişkin
7 / 34623,23.09.2025,Muş,Sümeyye BOZ ÇAKI,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Hakkari'de bazı güvenlik görevlilerinin uygun olmayan davranış sergiledikleri iddiasına ilişkin
7 / 22060,17.01.2025,Tokat,Kadim DURMAZ,Sağlık Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2025 yılı bütçesinde Bakanlık tarafından Tokat iline ayrılan ödeneğe ilişkin
7 / 5868,27.10.2023,Çorum,Mehmet TAHTASIZ,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Hıdırlık Göleti Kapalı Sulama Sistemi Projesi'nin akıbetine ilişkin
7 / 28195,06.05.2025,Şanlıurfa,Ferit ŞENYAŞAR,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Erzincan Kadın Kapalı Cezaevinde bulunan bir mahkumun tahliye edilmediği iddiasına ilişkin
7 / 5601,19.10.2023,İstanbul,Nimet ÖZDEMİR,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Çifte vatandaşlığı bulunan ve İsrail ordusunda aktif görev yapan Türk vatandaşlarına ilişkin
7 / 17615,11.10.2024,Antalya,Aykut KAYA,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Antalya'nın Manavgat ilçesine bağlı Taşağıl Mahallesi'ndeki trafik yoğunluğunun azaltılması talebine ilişkin
7 / 22554,18.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,Gençlik Ve Spor Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Eskişehir'in Günyüzü ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 1302,22.06.2023,Tekirdağ,Nurten YONTAR,Milli Eğitim Bakanlığı,Cevaplandı,1416 sayılı Kanun kapsamında yurtdışına gönderilen öğrencilerin Milli Eğitim Bakanlığına olan döviz borçlarının yapılandırılmasına ilişkin
7 / 11959,16.05.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Tekirdağ 1 Nolu F Tipi Kapalı Cezaevinde bulunan bir mahkumun nakil talebine ilişkin
7 / 23102,29.01.2025,Rize,Tahsin OCAKLI,Başkan Numan KURTULMUŞ,Cevaplandı,TBMM Halkla İlişkiler Binasında yangına karşı alınan önlemlere ilişkin
7 / 33487,21.08.2025,Hakkari,Öznur BARTİN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Hakkari'nin Yüksekova ilçesinde bulunan bir toplu konutun yönetimiyle ilgili iddialara ilişkin
7 / 33108,27.08.2025,İzmir,İbrahim AKIN,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Uşak'ta faaliyet gösteren bir altın madeninin çevresel etkilerine ilişkin
7 / 41176,25.02.2026,Adana,Ayhan BARUT,Dışişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Son 5 yılda Bakanlık ve bağlı kurumlarına personel alımında yapılan mülakat uygulamasına ilişkin
7 / 7128,08.12.2023,Van,Gülderen VARLİ,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Sayıştayın 2022 yılı Denetim Raporu'nda Yozgat Sorgun Belediyesi ile ilgili yaptığı bazı tespitlere ilişkin
7 / 38747,08.01.2026,Ankara,Aliye TİMİSİ ERSEVER,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,CİMER'e yapılan başvurulara ilişkin
7 / 2623,01.08.2023,Hakkari,Öznur BARTİN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Antalya S Tipi Kapalı Cezaevinde ve Konya Ereğli Yüksek Güvenlikli Cezaevinde bulanan iki mahkumun hak ihlaline uğradıkları iddiasına ilişkin
7 / 30693,27.06.2025,Diyarbakır,Mustafa Sezgin TANRIKULU,Çalışma Ve Sosyal Güvenlik Bakanlığı,Cevaplandı,Belediyenin prim borçları karşılığında devredilen Kumburnu Sosyal Tesisleri'nin satışa çıkarılmasına ilişkin
7 / 43541,16.04.2026,Afyonkarahisar,Hakan Şeref OLGUN,Milli Savunma Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,"Bakanlığın bağlı, ilgili veya ilişkili kuruluşlarının yurt dışında kurulu şirket veya iştiraklerine ilişkin"
7 / 1212,19.06.2023,Denizli,Yasin ÖZTÜRK,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,2002-2023 yılları arasında ülke genelinde ve Denizli'de hayvan üreticilerine verilen toplam kredi ve hibelere ilişkin
7 / 23138,20.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,Kültür Ve Turizm Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Isparta'nın Sütçüler ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 11681,10.05.2024,Antalya,Aykut KAYA,Aile Ve Sosyal Hizmetler Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Yoksulluk sınırının altında bulunan çocuklara ilişkin
7 / 40346,11.02.2026,Tekirdağ,Faik ÖZTRAK,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Marmaraereğlisi LNG Terminali 4. Tank Yapımı Projesi'nin akıbetine ilişkin
7 / 20614,16.12.2024,Ankara,Kürşad ZORLU,Sanayi Ve Teknoloji Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Ankara'nın Yenimahalle ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 23106,18.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,Kültür Ve Turizm Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Eskişehir'in Sarıcakaya ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 38982,09.01.2026,Uşak,Ali KARAOBA,Çalışma Ve Sosyal Güvenlik Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Uşak'ta maden sektöründe yaşanan iş kazalarına ve alınan önlemlere ilişkin
7 / 13183,13.06.2024,Adana,Ayyüce TÜRKEŞ TAŞ,Sanayi Ve Teknoloji Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bakanlık tarafından 2024 yılına kadar Adana ilinde yapılan yatırımlara ilişkin
7 / 8381,12.01.2024,Gaziantep,Melih MERİÇ,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Gaziantep'te bulunan hastanelerdeki çocuk onkoloji ve hematoloji hekimlerine ilişkin
7 / 28427,20.05.2025,Kocaeli,Lütfü TÜRKKAN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Kocaeli'nin Gölcük ilçesinde yer alan Tapu Müdürlüğü binasındaki yangın acil çıkış kapısının kapatılmış olmasına ilişkin
7 / 13122,13.06.2024,İstanbul,Mehmet Satuk Buğra KAVUNCU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,6 Şubat 2023 tarihli Kahramanmaraş merkezli depremler sonrasında depremzedelere teslim edilen konutlara ilişkin
7 / 6886,01.12.2023,Osmaniye,Asu KAYA,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Osmaniye'de bulunan bir okulun onarımına ilişkin
7 / 27819,05.05.2025,Tekirdağ,Faik ÖZTRAK,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Tekirdağ'da yaşanan zirai don afetinden etkilenen çiftçilerin mağduriyetinin giderilmesi talebine ilişkin
7 / 42682,01.04.2026,Tekirdağ,Selcan TAŞCI,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Çocuk eğitimevlerinde kalan suça sürüklenen çocuk sayısına ilişkin
7 / 10996,18.03.2024,İstanbul,Gökhan GÜNAYDIN,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,ÇEDES Projesi kapsamında yapılan faaliyetlere ilişkin
7 / 11455,24.04.2024,Van,Mahmut DİNDAR,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Karayollarında kolluk kuvvetlerince yapılan kontrollere ilişkin
7 / 22782,29.01.2025,Gaziantep,Melih MERİÇ,Hazine Ve Maliye Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Eski tarihli ABD dolarlarının piyasadaki dolaşımına ilişkin
7 / 18208,03.10.2024,Şırnak,Mehmet Zeki İRMEZ,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Dicle Nehri üzerinde yapılması planlanan baraj ve HES projesine ilişkin
7 / 13546,02.07.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Dumlu 1 Nolu Yüksek Güvenlikli Kapalı Cezaevinde bulunan iki mahkumun nakil talebine ilişkin
7 / 24076,13.02.2025,Çorum,Mehmet TAHTASIZ,Çalışma Ve Sosyal Güvenlik Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2003 yılından günümüze kadar Bakanlık tarafından pazarlık usulü ile yapılan ihalelere ilişkin
7 / 10118,01.03.2024,Zonguldak,Deniz YAVUZYILMAZ,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Zonguldak Atatürk Devlet Hastanesinde meydana gelen gaz sızıntısına ilişkin
7 / 9235,06.02.2024,Ağrı,Heval BOZDAĞ,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Patnos L Tipi Kapalı Cezaevinde bulunan bir mahkumun sağlık durumuna ilişkin
7 / 41753,05.03.2026,Hatay,Nermin YILDIRIM KARA,Ticaret Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,6 Şubat 2023 tarihli depremlerden zarar gören ve Payas Belediyesine ait olan kültür merkezinin akıbetine ilişkin
7 / 33506,27.08.2025,Şırnak,Mehmet Zeki İRMEZ,Çalışma Ve Sosyal Güvenlik Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Şırnak'a SGK il müdürlüğü için hizmet binası yapılması talebine ilişkin
7 / 7765,28.12.2023,Rize,Tahsin OCAKLI,Hazine Ve Maliye Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,27 Kasım 2023 tarihinde SEDDK tarafından iki şirketin yönetimine el konulmasına ilişkin
7 / 39898,30.01.2026,Diyarbakır,Serhat EREN,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,10-29 Ocak 2026 tarihleri arasında sosyal medyada yapılan bazı paylaşımlara yönelik yürütülen soruşturmalara ilişkin
7 / 30545,09.07.2025,İzmir,İbrahim AKIN,Ulaştırma Ve Altyapı Bakanlığı,Cevaplandı,Van ile Muğla'nın Bodrum ilçesi arasında direkt uçak seferi konulması talebine ilişkin
7 / 1040,23.06.2023,Şanlıurfa,Ferit ŞENYAŞAR,Çalışma Ve Sosyal Güvenlik Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Şanlıurfa ili Viranşehir ilçesindeki çalışanların ve işsizlerin oranına ve durumlarına ilişkin
7 / 11233,22.04.2024,Şanlıurfa,Mahmut TANAL,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Bozova Merkez Sulama Birliğinde uygulanacak olan su kullanım hizmet bedeline ilişkin
7 / 38230,24.12.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Antalya S Tipi Cezaevinde bulunan bir mahkumun sağlık durumuna ilişkin
